Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,OutlierMode,Affinity,EnvironmentVariables,Jit,Platform,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,HeapAffinitizeMask,HeapCount,NoAffinitize,RetainVm,Server,Arguments,BuildConfiguration,Clock,EngineFactory,Toolchain,IsMutator,InvocationCount,IterationCount,IterationTime,LaunchCount,MaxIterationCount,MaxWarmupIterationCount,MinIterationCount,MinWarmupIterationCount,RunStrategy,UnrollFactor,WarmupCount,text,culture,scale,typeName,Mean,Error,StdDev,Median
RecognizeNumber,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default, 123456789101231,Portuguese,x1,number,20.93 ms,97.84 ms,64.71 ms,0.4451 ms
RecognizeNumber,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default, 1234(...)01231 [160],Portuguese,x10,number,28.24 ms,118.03 ms,78.07 ms,3.2717 ms
RecognizeNumber,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default, 1234(...)01231 [1600],Portuguese,x100,number,76.93 ms,124.82 ms,82.56 ms,51.4286 ms
RecognizePercentage,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,100%,Dutch,x1,percentage,27.05 ms,128.10 ms,84.73 ms,0.1690 ms
RecognizePercentage,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,100%,English,x1,percentage,26.88 ms,127.15 ms,84.10 ms,0.2018 ms
RecognizePercentage,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,100%,French,x1,percentage,27.34 ms,129.44 ms,85.62 ms,0.1462 ms
RecognizePercentage,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,100%,German,x1,percentage,29.96 ms,141.91 ms,93.86 ms,0.1882 ms
RecognizePercentage,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,100%,Korean,x1,percentage,27.34 ms,129.35 ms,85.56 ms,0.1922 ms
RecognizePercentage,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,100%,Portuguese,x1,percentage,26.89 ms,127.55 ms,84.36 ms,0.1307 ms
RecognizePercentage,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,100%,Spanish,x1,percentage,26.35 ms,124.64 ms,82.44 ms,0.1838 ms
RecognizePercentage,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,100%1(...)%100% [40],Dutch,x10,percentage,29.31 ms,134.63 ms,89.05 ms,1.0345 ms
RecognizePercentage,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,100%1(...)%100% [40],English,x10,percentage,26.70 ms,122.15 ms,80.79 ms,1.0333 ms
RecognizePercentage,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,100%1(...)%100% [40],French,x10,percentage,29.18 ms,133.63 ms,88.39 ms,1.2048 ms
RecognizePercentage,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,100%1(...)%100% [40],German,x10,percentage,33.70 ms,155.40 ms,102.79 ms,1.0949 ms
RecognizePercentage,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,100%1(...)%100% [40],Korean,x10,percentage,31.27 ms,143.54 ms,94.94 ms,0.9558 ms
RecognizePercentage,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,100%1(...)%100% [40],Portuguese,x10,percentage,29.57 ms,135.69 ms,89.75 ms,1.0770 ms
RecognizePercentage,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,100%1(...)%100% [40],Spanish,x10,percentage,31.39 ms,144.21 ms,95.39 ms,1.1485 ms
RecognizePercentage,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,100%1(...)%100% [400],Dutch,x100,percentage,40.44 ms,143.24 ms,94.75 ms,10.2103 ms
RecognizePercentage,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,100%1(...)%100% [400],English,x100,percentage,38.34 ms,130.43 ms,86.27 ms,11.2527 ms
RecognizePercentage,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,100%1(...)%100% [400],French,x100,percentage,40.08 ms,137.09 ms,90.68 ms,11.3083 ms
RecognizePercentage,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,100%1(...)%100% [400],German,x100,percentage,33.81 ms,123.00 ms,81.36 ms,8.0853 ms
RecognizePercentage,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,100%1(...)%100% [400],Korean,x100,percentage,40.27 ms,143.95 ms,95.22 ms,10.1210 ms
RecognizePercentage,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,100%1(...)%100% [400],Portuguese,x100,percentage,31.82 ms,108.49 ms,71.76 ms,8.8737 ms
RecognizePercentage,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,100%1(...)%100% [400],Spanish,x100,percentage,38.38 ms,129.25 ms,85.49 ms,11.7375 ms
RecognizeNumber,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,192.168.1.2,Italian,x1,number,24.28 ms,113.53 ms,75.09 ms,0.4731 ms
RecognizeNumber,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,192.1(...)8.1.2 [110],Italian,x10,number,24.21 ms,102.97 ms,68.11 ms,2.7144 ms
RecognizeNumber,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,192.1(...)8.1.2 [1100],Italian,x100,number,60.26 ms,101.70 ms,67.27 ms,39.1306 ms
RecognizeNumber,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,2,German,x1,number,23.57 ms,111.29 ms,73.61 ms,0.1719 ms
RecognizeNumber,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,2 mil millones,Spanish,x1,number,23.47 ms,110.80 ms,73.29 ms,0.1918 ms
RecognizeNumber,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,2 mil(...)lones [140],Spanish,x10,number,27.57 ms,127.30 ms,84.20 ms,0.8604 ms
RecognizeNumber,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,2 mil(...)lones [1400],Spanish,x100,number,29.82 ms,113.20 ms,74.88 ms,6.1409 ms
RecognizeNumber,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,2222222222,German,x10,number,21.82 ms,101.84 ms,67.36 ms,0.3718 ms
RecognizeNumber,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,22222(...)22222 [100],German,x100,number,27.27 ms,99.49 ms,65.81 ms,6.5429 ms
RecognizePercentage,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,240 percento,Italian,x1,percentage,23.56 ms,111.04 ms,73.45 ms,0.2620 ms
RecognizePercentage,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,240 p(...)cento [120],Italian,x10,percentage,26.02 ms,119.17 ms,78.82 ms,1.0364 ms
RecognizePercentage,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,240 p(...)cento [1200],Italian,x100,percentage,33.69 ms,117.01 ms,77.40 ms,9.2666 ms
RecognizeOrdinal,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,3조 번째,Korean,x1,ordinal,12.25 ms,57.69 ms,38.16 ms,0.0724 ms
RecognizeOrdinal,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,3조 번째(...)3조 번째 [50],Korean,x10,ordinal,14.25 ms,67.34 ms,44.54 ms,0.1005 ms
RecognizeOrdinal,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,3조 번째(...)3조 번째 [500],Korean,x100,ordinal,13.74 ms,63.51 ms,42.01 ms,0.3856 ms
RecognizeOrdinal,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,drie biljoenste,Dutch,x1,ordinal,14.32 ms,67.76 ms,44.82 ms,0.0691 ms
RecognizeOrdinal,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,drie (...)enste [150],Dutch,x10,ordinal,15.54 ms,73.01 ms,48.29 ms,0.1809 ms
RecognizeOrdinal,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,drie (...)enste [1500],Dutch,x100,ordinal,17.57 ms,78.20 ms,51.72 ms,1.0110 ms
RecognizeOrdinal,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,erster,German,x1,ordinal,17.58 ms,83.11 ms,54.97 ms,0.1160 ms
RecognizeOrdinal,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,erste(...)rster [60],German,x10,ordinal,15.66 ms,73.82 ms,48.82 ms,0.1243 ms
RecognizeOrdinal,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,erste(...)rster [600],German,x100,ordinal,14.70 ms,67.34 ms,44.54 ms,0.5094 ms
